ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_AREARESIDE;ESTU_ESTADOCIVIL;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;INST_ORIGEN;ESTU_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;PUNT_GLOBAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES
CC;COLOMBIA;F;5/08/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;No aplica;No aplica;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;91;1;4;114;1;13;72;1;2;92;A1;2;115;1;14;97;1;2
CC;COLOMBIA;M;23/06/1999;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;10;No sabe;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;Estrato 1;Si;No;No sabe;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;196;3;94;166;3;67;189;3;91;178;B1;76;143;2;49;174;2;2
CC;COLOMBIA;F;15/09/1993;Cabecera Municipal;Soltero;No paga matricula;Si;Si;No;Si;Repasa por cuenta propia;9;Primaria completa;Primaria completa;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;Estrato 1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;135;2;38;148;2;46;140;2;47;125;A2;13;85;1;3;127;1;2
CC;COLOMBIA;F;26/05/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 2;Si;Si;No aplica;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;174;3;81;169;3;70;159;3;67;172;B1;70;0;;1;135;2;2
CC;COLOMBIA;M;20/05/1992;Cabecera Municipal;Union libre;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;11;Primaria incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;123;1;27;109;1;9;133;2;39;136;A2;27;127;2;35;126;2;2
CC;COLOMBIA;F;22/07/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA ELECTRONICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;196;3;94;166;3;66;171;3;78;195;B1;88;167;3;81;179;2;2
CC;COLOMBIA;M;9/08/2001;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;COMERCIO INTERNACIONAL;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;167;3;74;131;2;28;149;2;57;155;A2;50;112;1;13;143;2;2
CC;COLOMBIA;M;16/06/1995;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;10;Educacion profesional completa;Educacion profesional incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;135;2;39;161;3;61;182;3;87;146;A2;39;120;2;21;149;2;2
CC;COLOMBIA;F;26/06/1998;Cabecera Municipal;Soltero;Menos de 500 mil;No;Si;Si;No;No realiza ninguna prueba de preparacion;9;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;98;1;7;109;1;9;110;1;18;135;A2;25;120;2;22;114;1;2
CC;COLOMBIA;F;5/12/1998;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;10;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Empleado de nivel auxiliar o administrativo;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;203;4;97;183;3;83;159;3;67;188;B1;84;166;3;80;180;2;2
CC;COLOMBIA;F;23/05/2000;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;9;Educacion profesional completa;Tecnica o tecnologica completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 2;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;0;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;126;2;29;198;3;94;208;4;98;200;B2;92;178;3;93;182;3;2
CC;COLOMBIA;M;28/11/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Ninguno;Trabajador por cuenta propia;Hogar;Estrato 1;Si;No;No sabe;No sabe;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;209;4;98;181;3;82;175;3;81;184;B1;81;168;3;83;183;1;2
CC;COLOMBIA;F;19/09/1993;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;11;Postgrado;Secundaria (Bachillerato) completa;Pensionado;Hogar;Estrato 3;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;165;3;72;140;2;37;147;2;54;157;A2;52;172;3;89;156;4;2
CC;COLOMBIA;F;8/04/1998;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;DERECHO;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;167;3;74;197;3;94;159;3;67;138;A2;30;154;3;63;163;3;2
CC;COLOMBIA;F;10/11/1996;Area Rural;Soltero;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;8;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 1;Si;Si;Es vendedor o trabaja en atencion al publico;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOG脥A;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;88;1;3;123;1;20;118;1;25;112;A1;6;95;1;7;107;2;2
CC;COLOMBIA;M;7/08/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;12 o mas;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 3;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA ELECTRONICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;183;3;87;169;3;70;146;2;54;154;A2;48;127;2;34;156;2;2
CC;COLOMBIA;F;10/12/1998;Area Rural;Soltero;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;PUTUMAYO;150;2;55;164;3;64;162;3;70;160;A2;56;121;2;23;151;2;2
CC;COLOMBIA;F;16/09/1997;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;11;Educacion profesional completa;Tecnica o tecnologica completa;Empleado de nivel tecnico o profesional;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;178;3;84;173;3;74;154;2;62;179;B1;76;163;3;75;169;3;2
CC;COLOMBIA;F;1/02/1998;Area Rural;Soltero;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;158;3;65;123;1;20;128;2;35;129;A2;18;120;2;21;132;2;2
CC;COLOMBIA;M;26/02/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;8;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;DISE脩O INDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;185;3;88;140;2;38;120;1;26;139;A2;30;122;2;24;141;2;2
CC;COLOMBIA;F;22/04/2000;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;9;Primaria completa;Primaria completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;173;3;80;189;3;89;146;2;53;161;A2;57;140;2;48;162;1;2
CC;COLOMBIA;F;28/06/1999;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;8;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;144;2;48;175;3;76;176;3;82;164;A2;61;162;3;74;164;2;2
CC;COLOMBIA;M;22/11/1996;Cabecera Municipal;Soltero;Entre 500 mil y menos de 1 mill贸n;No;No;Si;No;Repasa por cuenta propia;12 o mas;No sabe;Educaci贸n profesional completa;Otra actividad u ocupaci贸n;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;No sabe;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA ELECTRONICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;212;4;99;209;4;98;180;3;85;192;B1;86;157;3;67;190;3;2
CC;COLOMBIA;M;14/03/1995;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;9;Ninguno;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;223;4;100;189;3;89;159;3;66;164;A2;61;134;2;45;174;1;2
CC;COLOMBIA;F;9/03/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Empleado de nivel tecnico o profesional;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;No aplica;0;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;174;3;80;188;3;88;170;3;77;148;A2;42;169;3;84;170;2;2
CC;COLOMBIA;M;10/03/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Educacion profesional completa;Educacion profesional completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN INFORMATICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;139;2;43;176;3;77;162;3;70;189;B1;84;148;2;55;163;2;2
CC;COLOMBIA;F;21/07/1997;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;164;3;70;192;3;91;183;3;87;172;B1;71;147;2;54;172;1;2
CC;COLOMBIA;M;18/06/1996;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;8;Primaria incompleta;Secundaria (Bachillerato) incompleta;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;164;3;71;179;3;80;160;3;68;152;A2;46;83;1;3;148;2;2
CC;COLOMBIA;M;14/02/1999;Area Rural;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;T茅cnica o tecnol贸gica completa;Trabajador por cuenta propia;Empleado de nivel auxiliar o administrativo;Estrato 1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AMBIENTAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;171;3;78;152;2;51;165;3;72;126;A2;14;0;;1;123;2;2
CC;COLOMBIA;M;18/09/2000;Area Rural;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;COMERCIO INTERNACIONAL;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;105;1;12;100;1;5;119;1;26;116;A1;7;122;2;24;112;2;2
CC;COLOMBIA;F;14/09/1989;Area Rural;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;10;Primaria completa;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 2;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOM緼;TUQUERRES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;145;2;50;154;2;53;153;2;61;148;A2;42;169;3;85;154;2;2
CC;COLOMBIA;F;15/12/1997;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;153;2;59;155;2;54;165;3;73;134;A2;24;117;2;16;145;1;2
CC;COLOMBIA;F;27/01/1995;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Primaria completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;76;1;1;94;1;3;106;1;16;121;A2;10;166;3;80;113;2;2
CC;COLOMBIA;M;20/09/1994;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;177;3;82;157;2;56;158;3;66;128;A2;17;166;3;80;157;2;2
CC;COLOMBIA;F;27/06/1996;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;10;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;138;2;42;128;2;24;129;2;36;128;A2;16;160;3;71;137;1;2
CC;COLOMBIA;M;24/11/1992;Cabecera Municipal;Soltero;Entre 500 mil y menos de 1 mill贸n;No;No;Si;Si;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN INFORMATICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;138;2;42;161;3;60;180;3;85;129;A2;18;0;;1;122;3;2
CC;COLOMBIA;F;14/01/1990;Cabecera Municipal;Separado y/o Viudo;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Primaria completa;Educaci贸n profesional incompleta;Trabajador por cuenta propia;Empleado de nivel auxiliar o administrativo;Estrato 3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;148;2;53;194;3;92;187;3;90;210;B2;96;118;2;18;171;2;2
CC;COLOMBIA;F;2/06/1996;;;;;;;;;;Primaria incompleta;Secundaria (Bachillerato) completa;;;Estrato 4;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;MERCADEO;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;147;2;52;176;3;77;151;2;59;174;B1;72;144;2;50;158;2;2
CC;COLOMBIA;F;21/06/1999;Area Rural;Soltero;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA VETERINARIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;141;2;45;178;3;79;181;3;86;181;B1;78;172;3;88;171;2;2
CC;COLOMBIA;M;14/04/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;8;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;175;3;81;172;3;73;165;3;73;160;A2;57;100;1;10;154;1;2
CC;COLOMBIA;F;8/10/1995;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;9;Educacion profesional completa;Secundaria (Bachillerato) completa;Empleado de nivel t茅cnico o profesional;Empresario;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;105;1;12;154;2;53;135;2;42;168;B1;65;124;2;29;137;3;2
